종목명,종목코드,시장,섹터코드,섹터명,기존섹터코드,기존섹터명,분류근거,매칭방식,검토신뢰도,추가검토필요
인지소프트,100030,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
인콘,083640,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
인크로스,216050,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
인투셀,287840,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
인티큐브,070590,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
인포바인,115310,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
인포뱅크,039290,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
자람테크놀로지,389020,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
정원엔시스,045510,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
제이씨현시스템,033320,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
조이시티,067000,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
지니언스,263860,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
지란지교시큐리티,208350,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
지어소프트,051160,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
진시스템,363250,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
카카오게임즈,293490,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S07,유통·상사·소매,자동 패턴 매칭,키워드,높음,False
카티스,140430,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
카페24,042000,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
컴투스,078340,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S07,유통·상사·소매,자동 패턴 매칭,키워드,높음,False
컴투스홀딩스,063080,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S07,유통·상사·소매,자동 패턴 매칭,키워드,높음,False
케이사인,192250,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
케이쓰리아이,431190,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
케이씨에스,115500,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
케이씨티,089150,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
케이아이엔엑스,093320,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
케이엔알시스템,199430,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
케이웨더,068100,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
코나아이,052400,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
코난테크놀로지,402030,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
코어라인소프트,384470,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
코츠테크놀로지,448710,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
쿠콘,294570,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
크라우드웍스,355390,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
크레오에스지,040350,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
키네마스터,139670,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
탑런토탈솔루션,336680,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
토마토시스템,393210,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
토탈소프트,045340,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
투비소프트,079970,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
트루엔,417790,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
트윔,290090,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
티사이언티픽,057680,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
티쓰리,204610,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
파라택시스이더리움,290560,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
파수AI,150900,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
파크시스템스,140860,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
패션플랫폼,225590,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S07,유통·상사·소매,자동 패턴 매칭,키워드,높음,False
펄어비스,263750,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S07,유통·상사·소매,자동 패턴 매칭,키워드,높음,False
페스카로,0015S0,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
포시에스,189690,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
포인트모바일,318020,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
폴라리스AI,039980,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
폴라리스AI파마,041910,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
폴라리스오피스,041020,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
플래티어,367000,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
플랜티넷,075130,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
플레이위드,023770,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
플리토,300080,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
피아이이,452450,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
핀텔,291810,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
핑거,163730,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
하이비젼시스템,126700,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
한국기업평가,034950,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
한글과컴퓨터,030520,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
한빛소프트,047080,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
한싹,430690,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
한컴위드,054920,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
핸디소프트,220180,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
헥토이노베이션,214180,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
현대이지웰,090850,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
휴네시온,290270,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
휴먼테크놀로지,175140,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
DB,012030,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
HD현대마린솔루션,443060,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
LG씨엔에스,064400,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
NAVER,035420,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
NC,036570,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
NHN,181710,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
NICE평가정보,030190,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
SK,034730,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
SK아이이테크놀로지,361610,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
YG PLUS,037270,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
넷마블,251270,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
다우기술,023590,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
더블유게임즈,192080,KOSPI,S09,플랫폼·인터넷·소프트웨어,S07,유통·상사·소매,자동 패턴 매칭,키워드,높음,False
더존비즈온,012510,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
동원시스템즈,014820,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
동원시스템즈우,014825,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
디앤디플랫폼리츠,377190,KOSPI,S09,플랫폼·인터넷·소프트웨어,S07,유통·상사·소매,자동 패턴 매칭,키워드,높음,False
롯데이노베이트,286940,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
삼성에스디에스,018260,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
시프트업,462870,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
쏘카,403550,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
씨아이테크,004920,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
씨케이솔루션,480370,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
엠앤씨솔루션,484870,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
와이투솔루션,011690,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
우신시스템,017370,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
유엔젤,072130,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
주연테크,044380,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
카카오,035720,KOSPI,S09,플랫폼·인터넷·소프트웨어,S07,유통·상사·소매,자동 패턴 매칭,키워드,높음,False
크래프톤,259960,KOSPI,S09,플랫폼·인터넷·소프트웨어,S07,유통·상사·소매,자동 패턴 매칭,키워드,높음,False
텔코웨어,078000,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
포스코DX,022100,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
프리티,006490,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
한화솔루션,009830,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
한화솔루션우,009835,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
한화시스템,272210,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
현대오토에버,307950,KOSPI,S09,플랫폼·인터넷·소프트웨어,S03,금융·보험·투자,주요제품·사업 키워드,AI+수동검토,높음,True
효성ITX,094280,KOSPI,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
HC보광산업,225530,KOSDAQ,S10,에너지·자원,S99,기타,자동 패턴 매칭,키워드,높음,False
강원에너지,114190,KOSDAQ,S10,에너지·자원,S99,기타,자동 패턴 매칭,키워드,높음,False
금양그린파워,282720,KOSDAQ,S10,에너지·자원,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
다원시스,068240,KOSDAQ,S10,에너지·자원,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
대명에너지,389260,KOSDAQ,S10,에너지·자원,S99,기타,자동 패턴 매칭,키워드,높음,False
미래생명자원,218150,KOSDAQ,S10,에너지·자원,S05,건설·부동산,자동 패턴 매칭,키워드,높음,False
비츠로시스,054220,KOSDAQ,S10,에너지·자원,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
서전기전,189860,KOSDAQ,S10,에너지·자원,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
서호전기,065710,KOSDAQ,S10,에너지·자원,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
에스에너지,095910,KOSDAQ,S10,에너지·자원,S99,기타,자동 패턴 매칭,키워드,높음,False
에스피지,058610,KOSDAQ,S10,에너지·자원,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
와이엠텍,273640,KOSDAQ,S10,에너지·자원,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
우리기술,032820,KOSDAQ,S10,에너지·자원,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
우진엔텍,457550,KOSDAQ,S10,에너지·자원,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
위즈코프,038620,KOSDAQ,S10,에너지·자원,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
유니슨,018000,KOSDAQ,S10,에너지·자원,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
유라테크,048430,KOSDAQ,S10,에너지·자원,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
이지트로닉스,377330,KOSDAQ,S10,에너지·자원,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
제룡전기,033100,KOSDAQ,S10,에너지·자원,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
